Subject	Regulate	Score	Group
Subject2	Microbe2	0.04075136038763336	Microbe
Subject3	Microbe2	0.04104140243047205	Microbe
Subject4	Microbe2	0.04095487099706722	Microbe
Subject5	Microbe2	0.04104214042551238	Microbe
Subject6	Microbe2	0.040915894421959795	Microbe
Subject7	Microbe2	0.040903080261941664	Microbe
Subject8	Microbe2	0.04087938244424006	Microbe
Subject9	Microbe2	0.04087840822501812	Microbe
Subject10	Microbe2	0.040966037564461925	Microbe
Subject11	Microbe2	0.04086426492205818	Microbe
Subject12	Microbe2	0.04091433070194123	Microbe
Subject13	Microbe2	0.03799462922685406	Microbe
Subject14	Microbe2	0.041770975920527864	Microbe
Subject15	Microbe2	0.04108011290343197	Microbe
Subject16	Microbe2	0.04090775668097817	Microbe
Subject17	Microbe2	0.04097994891008173	Microbe
Subject18	Microbe2	0.04089130774001464	Microbe
Subject19	Microbe2	0.04103919850675496	Microbe
Subject20	Microbe2	0.04100686340456968	Microbe
Subject21	Microbe2	0.04095356136182652	Microbe
Subject22	Microbe2	0.04138467248369214	Microbe
Subject23	Microbe2	0.04090796244137914	Microbe
Subject24	Microbe2	0.042315758425816134	Microbe
Subject25	Microbe2	0.041487571262373395	Microbe
Subject26	Microbe2	0.04088869234595794	Microbe
Subject27	Microbe2	0.04089874241577035	Microbe
Subject28	Microbe2	0.040914207736060484	Microbe
Subject29	Microbe2	0.04095994852837444	Microbe
Subject30	Microbe2	0.04077365004375219	Microbe
Subject31	Microbe2	0.04090328262080105	Microbe
Subject32	Microbe2	0.04110921619621728	Microbe
Subject33	Microbe2	0.04090094038995171	Microbe
Subject34	Microbe2	0.040879061738998065	Microbe
Subject35	Microbe2	0.04036419428332845	Microbe
Subject36	Microbe2	0.04097893844217448	Microbe
Subject37	Microbe2	0.040956079095189016	Microbe
Subject38	Microbe2	0.04093117055695376	Microbe
Subject39	Microbe2	0.04105631067153009	Microbe
Subject40	Microbe2	0.040963070195954326	Microbe
Subject41	Microbe2	0.04117637910829968	Microbe
Subject42	Microbe2	0.040903776971724634	Microbe
Subject43	Microbe2	0.04092686360967419	Microbe
Subject44	Microbe2	0.04127259047832794	Microbe
Subject45	Microbe2	0.04101621103431621	Microbe
Subject46	Microbe2	0.0409271486705762	Microbe
Subject47	Microbe2	0.04099719839007221	Microbe
Subject48	Microbe2	0.040945075431701713	Microbe
Subject49	Microbe2	0.04097881424018556	Microbe
Subject50	Microbe2	0.04092601853893187	Microbe
Subject51	Microbe2	0.040928720836633986	Microbe
Subject52	Microbe2	0.04073959551037277	Microbe
Subject53	Microbe2	0.04098225828090341	Microbe
Subject54	Microbe2	0.040941074620514904	Microbe
Subject55	Microbe2	0.040914992909846674	Microbe
Subject56	Microbe2	0.04082902695349747	Microbe
Subject57	Microbe2	0.04115030433413376	Microbe
Subject58	Microbe2	0.04099334645965506	Microbe
Subject59	Microbe2	0.040845242459417286	Microbe
Subject60	Microbe2	0.04087171767955349	Microbe
Subject61	Microbe2	0.04088346314107293	Microbe
Subject62	Microbe2	0.040970616247579146	Microbe
Subject63	Microbe2	0.04092732754667713	Microbe
Subject64	Microbe2	0.04081656868978301	Microbe
Subject65	Microbe2	0.04092915355708032	Microbe
Subject66	Microbe2	0.040920803596832714	Microbe
Subject67	Microbe2	0.0410741885362742	Microbe
Subject68	Microbe2	0.041028450115069476	Microbe
Subject69	Microbe2	0.04097452863301541	Microbe
Subject70	Microbe2	0.040903845160395	Microbe
Subject71	Microbe2	0.04093580243427532	Microbe
Subject72	Microbe2	0.04098476615195187	Microbe
Subject73	Microbe2	0.04103217211359199	Microbe
Subject74	Microbe2	0.04096442888706788	Microbe
Subject75	Microbe2	0.040906972544600496	Microbe
Subject76	Microbe2	0.04103544467505166	Microbe
Subject77	Microbe2	0.04094511562786109	Microbe
Subject78	Microbe2	0.04115210786271395	Microbe
Subject79	Microbe2	0.04093862506031843	Microbe
Subject80	Microbe2	0.04094305295105688	Microbe
Subject81	Microbe2	0.04091007306682191	Microbe
Subject82	Microbe2	0.04008064219614416	Microbe
Subject83	Microbe2	0.04095998464274563	Microbe
Subject84	Microbe2	0.0409853268326419	Microbe
Subject85	Microbe2	0.04100046399172467	Microbe
Subject86	Microbe2	0.040944140129117484	Microbe
Subject87	Microbe2	0.04085479350028245	Microbe
Subject88	Microbe2	0.040942821809841434	Microbe
Subject89	Microbe2	0.040887447092988825	Microbe
Subject90	Microbe2	0.04091695659391486	Microbe
Subject91	Microbe2	0.04094869096976156	Microbe
Subject92	Microbe2	0.04095622740330324	Microbe
Subject93	Microbe2	0.040970105975414256	Microbe
Subject94	Microbe2	0.041162886460604495	Microbe
Subject95	Microbe2	0.040910180336799794	Microbe
Subject1	Microbe3	0.04090046978584442	Microbe
Subject2	Microbe3	0.04087637763384558	Microbe
Subject3	Microbe3	0.04104140243047205	Microbe
Subject4	Microbe3	0.040828264439088664	Microbe
Subject5	Microbe3	0.04104214042551238	Microbe
Subject6	Microbe3	0.04101473418935887	Microbe
Subject7	Microbe3	0.040903080261941664	Microbe
Subject8	Microbe3	0.040816181313502606	Microbe
Subject9	Microbe3	0.04063172825453259	Microbe
Subject10	Microbe3	0.04100502759315964	Microbe
Subject11	Microbe3	0.04086040470638402	Microbe
Subject12	Microbe3	0.040900793462679115	Microbe
Subject13	Microbe3	0.0408990140073508	Microbe
Subject14	Microbe3	0.041770975920527864	Microbe
Subject15	Microbe3	0.04057138039527649	Microbe
Subject16	Microbe3	0.04090775668097817	Microbe
Subject17	Microbe3	0.04097994891008173	Microbe
Subject18	Microbe3	0.04089130774001464	Microbe
Subject19	Microbe3	0.04103919850675496	Microbe
Subject20	Microbe3	0.04097774204293111	Microbe
Subject21	Microbe3	0.04089949463646111	Microbe
Subject22	Microbe3	0.042243557193104256	Microbe
Subject23	Microbe3	0.040852022519598734	Microbe
Subject24	Microbe3	0.041020889730741	Microbe
Subject25	Microbe3	0.04041990892316817	Microbe
Subject26	Microbe3	0.04088603684196024	Microbe
Subject27	Microbe3	0.040877271037006155	Microbe
Subject28	Microbe3	0.040914207736060484	Microbe
Subject29	Microbe3	0.040805367069214796	Microbe
Subject30	Microbe3	0.040827428496090196	Microbe
Subject31	Microbe3	0.040650841466713876	Microbe
Subject32	Microbe3	0.04009707400601618	Microbe
Subject33	Microbe3	0.040279254508277046	Microbe
Subject34	Microbe3	0.04091866292115136	Microbe
Subject35	Microbe3	0.04072540225376933	Microbe
Subject36	Microbe3	0.040903320841826823	Microbe
Subject37	Microbe3	0.04078217540549878	Microbe
Subject38	Microbe3	0.04093975740676011	Microbe
Subject39	Microbe3	0.04027486419296542	Microbe
Subject40	Microbe3	0.04087378828139043	Microbe
Subject41	Microbe3	0.04117637910829968	Microbe
Subject42	Microbe3	0.0409008380951133	Microbe
Subject43	Microbe3	0.04077853278197812	Microbe
Subject44	Microbe3	0.04088374540173886	Microbe
Subject45	Microbe3	0.040697328700603004	Microbe
Subject46	Microbe3	0.0409271486705762	Microbe
Subject47	Microbe3	0.040976360326678944	Microbe
Subject48	Microbe3	0.040945075431701713	Microbe
Subject49	Microbe3	0.04097881424018556	Microbe
Subject50	Microbe3	0.04089778936683179	Microbe
Subject51	Microbe3	0.04090897339928971	Microbe
Subject52	Microbe3	0.04093968918330027	Microbe
Subject53	Microbe3	0.04098320057884429	Microbe
Subject54	Microbe3	0.0408401076126682	Microbe
Subject55	Microbe3	0.040914992909846674	Microbe
Subject56	Microbe3	0.04092570569331164	Microbe
Subject57	Microbe3	0.04115030433413376	Microbe
Subject58	Microbe3	0.04039671351746595	Microbe
Subject59	Microbe3	0.04098819138087069	Microbe
Subject60	Microbe3	0.040826606031362296	Microbe
Subject61	Microbe3	0.04088346314107293	Microbe
Subject62	Microbe3	0.040970616247579146	Microbe
Subject63	Microbe3	0.040731043741380576	Microbe
Subject64	Microbe3	0.04101358087805859	Microbe
Subject65	Microbe3	0.04068698021293049	Microbe
Subject66	Microbe3	0.04091269326570511	Microbe
Subject67	Microbe3	0.04057143401482564	Microbe
Subject68	Microbe3	0.04095668022908469	Microbe
Subject69	Microbe3	0.04097452863301541	Microbe
Subject70	Microbe3	0.04088213094002493	Microbe
Subject71	Microbe3	0.04066830345505619	Microbe
Subject72	Microbe3	0.04088960498580437	Microbe
Subject73	Microbe3	0.04103255066854931	Microbe
Subject74	Microbe3	0.04093366441532501	Microbe
Subject75	Microbe3	0.040906972544600496	Microbe
Subject76	Microbe3	0.03862507723063753	Microbe
Subject77	Microbe3	0.040929882313907005	Microbe
Subject78	Microbe3	0.04088094413759192	Microbe
Subject79	Microbe3	0.04093862506031843	Microbe
Subject80	Microbe3	0.04006538907934157	Microbe
Subject81	Microbe3	0.04091007306682191	Microbe
Subject82	Microbe3	0.040973224816555485	Microbe
Subject83	Microbe3	0.040968911251037396	Microbe
Subject84	Microbe3	0.040997902917886665	Microbe
Subject85	Microbe3	0.04100046399172467	Microbe
Subject86	Microbe3	0.04091791949291622	Microbe
Subject87	Microbe3	0.039791251550940945	Microbe
Subject88	Microbe3	0.040712136122637334	Microbe
Subject89	Microbe3	0.040471603476727847	Microbe
Subject90	Microbe3	0.04091695659391486	Microbe
Subject91	Microbe3	0.04090576360508359	Microbe
Subject92	Microbe3	0.04057226824093846	Microbe
Subject93	Microbe3	0.04095918263270329	Microbe
Subject94	Microbe3	0.04012939840818745	Microbe
Subject95	Microbe3	0.04054540227468468	Microbe
Subject1	Microbe4	0.04087983812935779	Microbe
Subject2	Microbe4	0.03907640404266996	Microbe
Subject3	Microbe4	0.04104140243047205	Microbe
Subject4	Microbe4	0.03745203046492556	Microbe
Subject5	Microbe4	0.04104214042551238	Microbe
Subject6	Microbe4	0.03632267409994165	Microbe
Subject7	Microbe4	0.040903080261941664	Microbe
Subject8	Microbe4	0.03702247281818201	Microbe
Subject9	Microbe4	0.03931817142245614	Microbe
Subject10	Microbe4	0.024129553344737976	Microbe
Subject11	Microbe4	0.039761149466038925	Microbe
Subject12	Microbe4	0.03876484611416972	Microbe
Subject13	Microbe4	0.0408990140073508	Microbe
Subject14	Microbe4	0.041770975920527864	Microbe
Subject15	Microbe4	0.03580261851899467	Microbe
Subject16	Microbe4	0.037767015734592325	Microbe
Subject17	Microbe4	0.03912349507365798	Microbe
Subject18	Microbe4	0.038966140453015496	Microbe
Subject19	Microbe4	0.04103919850675496	Microbe
Subject20	Microbe4	0.0410040021082091	Microbe
Subject21	Microbe4	0.04092777948222829	Microbe
Subject22	Microbe4	0.038164071101822294	Microbe
Subject23	Microbe4	0.040852022519598734	Microbe
Subject24	Microbe4	0.041020889730741	Microbe
Subject25	Microbe4	0.040995490557997276	Microbe
Subject26	Microbe4	0.03941252745883297	Microbe
Subject27	Microbe4	0.0402873380893684	Microbe
Subject28	Microbe4	0.035209428698595995	Microbe
Subject29	Microbe4	0.038889603475174374	Microbe
Subject30	Microbe4	0.034821019203929666	Microbe
Subject31	Microbe4	0.04088439405733459	Microbe
Subject32	Microbe4	0.032568871662144006	Microbe
Subject33	Microbe4	0.04090094038995171	Microbe
Subject34	Microbe4	0.037114365071900315	Microbe
Subject35	Microbe4	0.04072540225376933	Microbe
Subject36	Microbe4	0.040903320841826823	Microbe
Subject37	Microbe4	0.04078217540549878	Microbe
Subject38	Microbe4	0.03398360986495118	Microbe
Subject39	Microbe4	0.040963811418676145	Microbe
Subject40	Microbe4	0.03848513174962991	Microbe
Subject41	Microbe4	0.0398798332404162	Microbe
Subject42	Microbe4	0.039095892226373836	Microbe
Subject43	Microbe4	0.03515274640816593	Microbe
Subject44	Microbe4	0.04088374540173886	Microbe
Subject45	Microbe4	0.03556135083743458	Microbe
Subject46	Microbe4	0.03875487288632158	Microbe
Subject47	Microbe4	0.04099793018175694	Microbe
Subject48	Microbe4	0.03663878279912812	Microbe
Subject49	Microbe4	0.04097881424018556	Microbe
Subject50	Microbe4	0.03957622915978143	Microbe
Subject51	Microbe4	0.040255024658850225	Microbe
Subject52	Microbe4	0.04092324326426629	Microbe
Subject53	Microbe4	0.04098320057884429	Microbe
Subject54	Microbe4	0.0409410746205149	Microbe
Subject55	Microbe4	0.03251624277366339	Microbe
Subject56	Microbe4	0.04092570569331164	Microbe
Subject57	Microbe4	0.04115030433413376	Microbe
Subject58	Microbe4	0.036504520522309486	Microbe
Subject59	Microbe4	0.04097982953887215	Microbe
Subject60	Microbe4	0.03720302087640289	Microbe
Subject61	Microbe4	0.0385596876655038	Microbe
Subject62	Microbe4	0.039530779337968155	Microbe
Subject63	Microbe4	0.04092732754667713	Microbe
Subject64	Microbe4	0.03658709789201101	Microbe
Subject65	Microbe4	0.04090290232970678	Microbe
Subject66	Microbe4	0.04091269326570511	Microbe
Subject67	Microbe4	0.0409874203861002	Microbe
Subject68	Microbe4	0.027847204165084245	Microbe
Subject69	Microbe4	0.04097452863301541	Microbe
Subject70	Microbe4	0.038470537228974575	Microbe
Subject71	Microbe4	0.038169644344708785	Microbe
Subject72	Microbe4	0.040977862578513734	Microbe
Subject73	Microbe4	0.04103255066854931	Microbe
Subject74	Microbe4	0.03389599559138499	Microbe
Subject75	Microbe4	0.039152479697551375	Microbe
Subject76	Microbe4	0.033381546412949895	Microbe
Subject77	Microbe4	0.040929882313907005	Microbe
Subject78	Microbe4	0.04088094413759192	Microbe
Subject79	Microbe4	0.039296455187315595	Microbe
Subject80	Microbe4	0.040817024110392126	Microbe
Subject81	Microbe4	0.037321998057260664	Microbe
Subject82	Microbe4	0.040973224816555485	Microbe
Subject83	Microbe4	0.040968911251037396	Microbe
Subject84	Microbe4	0.04098725100899561	Microbe
Subject85	Microbe4	0.027169726340656952	Microbe
Subject86	Microbe4	0.04091791949291622	Microbe
Subject87	Microbe4	0.03789545621930276	Microbe
Subject88	Microbe4	0.04092948651734737	Microbe
Subject89	Microbe4	0.040887447092988825	Microbe
Subject90	Microbe4	0.04091695659391486	Microbe
Subject91	Microbe4	0.036764006726675215	Microbe
Subject92	Microbe4	0.036967377252221496	Microbe
Subject93	Microbe4	0.03951174727034816	Microbe
Subject94	Microbe4	0.04106539728657131	Microbe
Subject95	Microbe4	0.03969605960752967	Microbe
Subject1	Microbe5	0.04087983812935779	Microbe
Subject2	Microbe5	0.04087637763384558	Microbe
Subject3	Microbe5	0.039391857417931185	Microbe
Subject4	Microbe5	0.04095487099706722	Microbe
Subject5	Microbe5	0.04104214042551238	Microbe
Subject6	Microbe5	0.04101473418935888	Microbe
Subject7	Microbe5	0.04087213069796394	Microbe
Subject8	Microbe5	0.04087938244424006	Microbe
Subject9	Microbe5	0.04087840822501813	Microbe
Subject10	Microbe5	0.04100502759315964	Microbe
Subject11	Microbe5	0.040877724914486914	Microbe
Subject12	Microbe5	0.03621664323369427	Microbe
Subject13	Microbe5	0.0408990140073508	Microbe
Subject14	Microbe5	0.041770975920527864	Microbe
Subject15	Microbe5	0.032274145482917876	Microbe
Subject16	Microbe5	0.04086715544584638	Microbe
Subject17	Microbe5	0.04097994891008173	Microbe
Subject18	Microbe5	0.04089130774001464	Microbe
Subject19	Microbe5	0.04103919850675496	Microbe
Subject20	Microbe5	0.04033262569816525	Microbe
Subject21	Microbe5	0.03140191037536806	Microbe
Subject22	Microbe5	0.04138467248369214	Microbe
Subject23	Microbe5	0.04015576619148822	Microbe
Subject24	Microbe5	0.0385676327615466	Microbe
Subject25	Microbe5	0.0378208478884303	Microbe
Subject26	Microbe5	0.040886036841960245	Microbe
Subject27	Microbe5	0.04090225505721652	Microbe
Subject28	Microbe5	0.040914207736060484	Microbe
Subject29	Microbe5	0.035025691761698015	Microbe
Subject30	Microbe5	0.04117640965308076	Microbe
Subject31	Microbe5	0.04088439405733459	Microbe
Subject32	Microbe5	0.04091854807180885	Microbe
Subject33	Microbe5	0.04055945885007512	Microbe
Subject34	Microbe5	0.029830483936343397	Microbe
Subject35	Microbe5	0.04072540225376933	Microbe
Subject36	Microbe5	0.039995839755458715	Microbe
Subject37	Microbe5	0.03952005321859836	Microbe
Subject38	Microbe5	0.04093975740676011	Microbe
Subject39	Microbe5	0.03705338801614836	Microbe
Subject40	Microbe5	0.035032027715636786	Microbe
Subject41	Microbe5	0.04043883905271489	Microbe
Subject42	Microbe5	0.0409008380951133	Microbe
Subject43	Microbe5	0.04089912556766295	Microbe
Subject44	Microbe5	0.04088374540173886	Microbe
Subject45	Microbe5	0.04093821002210204	Microbe
Subject46	Microbe5	0.0409271486705762	Microbe
Subject47	Microbe5	0.04099793018175694	Microbe
Subject48	Microbe5	0.03835380802383148	Microbe
Subject49	Microbe5	0.04097881424018556	Microbe
Subject50	Microbe5	0.04093827417116219	Microbe
Subject51	Microbe5	0.04090897339928971	Microbe
Subject52	Microbe5	0.040909407940649754	Microbe
Subject53	Microbe5	0.04098320057884429	Microbe
Subject54	Microbe5	0.040262875544417924	Microbe
Subject55	Microbe5	0.031897145058043155	Microbe
Subject56	Microbe5	0.04092570569331164	Microbe
Subject57	Microbe5	0.04115030433413376	Microbe
Subject58	Microbe5	0.04092475378861479	Microbe
Subject59	Microbe5	0.04088720639017839	Microbe
Subject60	Microbe5	0.04087171767955349	Microbe
Subject61	Microbe5	0.038577452490938746	Microbe
Subject62	Microbe5	0.040970616247579146	Microbe
Subject63	Microbe5	0.04040100549386738	Microbe
Subject64	Microbe5	0.040939272366470617	Microbe
Subject65	Microbe5	0.031221669849882904	Microbe
Subject66	Microbe5	0.04091269326570511	Microbe
Subject67	Microbe5	0.04054343137414282	Microbe
Subject68	Microbe5	0.04095668022908469	Microbe
Subject69	Microbe5	0.04091386250834996	Microbe
Subject70	Microbe5	0.04085485155384819	Microbe
Subject71	Microbe5	0.03918659405090768	Microbe
Subject72	Microbe5	0.03540141652008213	Microbe
Subject73	Microbe5	0.04103255066854931	Microbe
Subject74	Microbe5	0.029574126508286357	Microbe
Subject75	Microbe5	0.0409069725446005	Microbe
Subject76	Microbe5	0.040921928849841256	Microbe
Subject77	Microbe5	0.03994088727481039	Microbe
Subject78	Microbe5	0.04088094413759192	Microbe
Subject79	Microbe5	0.03954584703571231	Microbe
Subject80	Microbe5	0.03798076144014461	Microbe
Subject81	Microbe5	0.04061973166098672	Microbe
Subject82	Microbe5	0.040892076065804965	Microbe
Subject83	Microbe5	0.04089541764802212	Microbe
Subject84	Microbe5	0.040997902917886665	Microbe
Subject85	Microbe5	0.04100046399172467	Microbe
Subject86	Microbe5	0.0395311176090598	Microbe
Subject87	Microbe5	0.04185538566872611	Microbe
Subject88	Microbe5	0.04092948651734737	Microbe
Subject89	Microbe5	0.040887447092988825	Microbe
Subject90	Microbe5	0.04091695659391486	Microbe
Subject91	Microbe5	0.037802838181899716	Microbe
Subject92	Microbe5	0.04026973582451535	Microbe
Subject93	Microbe5	0.03973932557960444	Microbe
Subject94	Microbe5	0.01965746670235998	Microbe
Subject95	Microbe5	0.039651800521823675	Microbe
Subject1	Microbe6	0.039804281521469656	Microbe
Subject2	Microbe6	0.04087637763384558	Microbe
Subject3	Microbe6	0.04104140243047205	Microbe
Subject4	Microbe6	0.027290581591173195	Microbe
Subject5	Microbe6	0.04104214042551238	Microbe
Subject6	Microbe6	0.04101473418935888	Microbe
Subject7	Microbe6	0.040903080261941664	Microbe
Subject8	Microbe6	0.04087938244424006	Microbe
Subject9	Microbe6	0.04087840822501813	Microbe
Subject10	Microbe6	0.04100502759315964	Microbe
Subject11	Microbe6	0.04042719667972794	Microbe
Subject12	Microbe6	0.03819241463068763	Microbe
Subject13	Microbe6	0.0408990140073508	Microbe
Subject14	Microbe6	0.041770975920527864	Microbe
Subject15	Microbe6	0.04094328926606579	Microbe
Subject16	Microbe6	0.03920299102203072	Microbe
Subject17	Microbe6	0.039812515598489966	Microbe
Subject18	Microbe6	0.03876791036384926	Microbe
Subject19	Microbe6	0.04103919850675496	Microbe
Subject20	Microbe6	0.0410040021082091	Microbe
Subject21	Microbe6	0.04092777948222828	Microbe
Subject22	Microbe6	0.04138467248369214	Microbe
Subject23	Microbe6	0.04062300942820058	Microbe
Subject24	Microbe6	0.033211408810995276	Microbe
Subject25	Microbe6	0.040995490557997276	Microbe
Subject26	Microbe6	0.039489956691498504	Microbe
Subject27	Microbe6	0.04002989688373251	Microbe
Subject28	Microbe6	0.040914207736060484	Microbe
Subject29	Microbe6	0.04095994852837444	Microbe
Subject30	Microbe6	0.0407736500437522	Microbe
Subject31	Microbe6	0.04088439405733459	Microbe
Subject32	Microbe6	0.04091854807180885	Microbe
Subject33	Microbe6	0.04090094038995171	Microbe
Subject34	Microbe6	0.04091866292115136	Microbe
Subject35	Microbe6	0.04072540225376933	Microbe
Subject36	Microbe6	0.040382457450107115	Microbe
Subject37	Microbe6	0.039993212436901016	Microbe
Subject38	Microbe6	0.04093975740676011	Microbe
Subject39	Microbe6	0.02665443108706902	Microbe
Subject40	Microbe6	0.04096307019595432	Microbe
Subject41	Microbe6	0.040510617764054846	Microbe
Subject42	Microbe6	0.0409008380951133	Microbe
Subject43	Microbe6	0.04089912556766295	Microbe
Subject44	Microbe6	0.03360644261854364	Microbe
Subject45	Microbe6	0.029594650261081167	Microbe
Subject46	Microbe6	0.03316312838000294	Microbe
Subject47	Microbe6	0.03988929216191239	Microbe
Subject48	Microbe6	0.04094507543170172	Microbe
Subject49	Microbe6	0.04097881424018556	Microbe
Subject50	Microbe6	0.03979295061516788	Microbe
Subject51	Microbe6	0.04041597900503761	Microbe
Subject52	Microbe6	0.04054040759174033	Microbe
Subject53	Microbe6	0.04098320057884429	Microbe
Subject54	Microbe6	0.0409410746205149	Microbe
Subject55	Microbe6	0.04091499290984667	Microbe
Subject56	Microbe6	0.04092570569331164	Microbe
Subject57	Microbe6	0.04115030433413376	Microbe
Subject58	Microbe6	0.04092475378861479	Microbe
Subject59	Microbe6	0.04097982953887215	Microbe
Subject60	Microbe6	0.04087171767955349	Microbe
Subject61	Microbe6	0.03927386330980302	Microbe
Subject62	Microbe6	0.040970616247579146	Microbe
Subject63	Microbe6	0.03943431000828082	Microbe
Subject64	Microbe6	0.040939272366470617	Microbe
Subject65	Microbe6	0.0336971032607246	Microbe
Subject66	Microbe6	0.04091269326570511	Microbe
Subject67	Microbe6	0.03981541750359731	Microbe
Subject68	Microbe6	0.04095668022908469	Microbe
Subject69	Microbe6	0.04097452863301541	Microbe
Subject70	Microbe6	0.04088213094002493	Microbe
Subject71	Microbe6	0.03600392254170165	Microbe
Subject72	Microbe6	0.04097786257851374	Microbe
Subject73	Microbe6	0.04103255066854931	Microbe
Subject74	Microbe6	0.04093366441532501	Microbe
Subject75	Microbe6	0.040542591099237045	Microbe
Subject76	Microbe6	0.040921928849841256	Microbe
Subject77	Microbe6	0.03985344788439762	Microbe
Subject78	Microbe6	0.03408233685779638	Microbe
Subject79	Microbe6	0.04093862506031843	Microbe
Subject80	Microbe6	0.040817024110392126	Microbe
Subject81	Microbe6	0.04091007306682191	Microbe
Subject82	Microbe6	0.0224462894800282	Microbe
Subject83	Microbe6	0.04005851471949898	Microbe
